"","clbid","credits","crsid","departments","gereqs","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"1",7603,1,4,"['AMST']","",NA,"['James Farrell']",100,"['RML 421']","Perspect Am Culture","",100,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,33
"2",7604,1,11,"['AMST']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"3",7605,1,12,"['AMST']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"4",7606,1,12,"['AMST']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"5",7607,1,14,"['AMST']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"6",7608,1,15,"['AMST']","",NA,"['James Farrell']",300,"","IR/Parent in America","",398,"False","False","",1,"O",20041,"","Research",2004,1
"7",7609,1,15,"['AMST']","",NA,"['Carol Holly']",300,"","IR/Coming Age America","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"20",7622,1,27,"['ART']","",NA,"['Mary Griep']",100,"['DC 216']","Honors Found Drawing","",120,"False","False","",1,"C",20041,"['TTh 0800-1100']","Research",2004,19
"21",7623,1,31,"['ART']","",NA,"['Nancy M. Thompson', 'Karil J. Kucera']",100,"['DC 305']","Intro/Art History I","",150,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,49
"22",7624,1,33,"['ART']","",NA,"['Wendell Arneson']",200,"['DC 214']","Oil/Acrylic Painting","",221,"False","False","",1,"C",20041,"['MWF 1255-0255PM']","Research",2004,25
"23",7625,1,35,"['ART']","",NA,"['Irve Dell']",200,"['DC 105', 'DC 105']","Sculpt: Metal Casting","",223,"False","False","",1,"C",20041,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2004,14
"24",7626,1,39,"['ART']","",NA,"['John Saurer']",200,"['DC 212']","Printmkg: Intaglio/Mono","",227,"False","False","",1,"C",20041,"['MWF 1045-1245PM']","Research",2004,14
"25",7627,1,46,"['ART']","",NA,"['Margaret Ojala']",200,"['DC 102', 'DC 102']","Intermed Photography","",238,"False","False","",1,"C",20041,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2004,15
"26",7628,1,47,"['ART']","",NA,"['Patrick T. Kelley']",200,"['DC 101', 'DC 101']","Video Art Production","",239,"False","False","",1,"O",20041,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2004,11
"27",7629,1,50,"['ART']","",NA,"['Heather M. Brooks-Shirey']",200,"['DC 305', 'DC 305']","Art 1776-1880","",251,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,31
"28",7630,1,57,"['ART']","",NA,"['Karil J. Kucera']",200,"['DC 305']","Arts of China","",259,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,31
"29",7631,1,67,"['ART']","",NA,"['Nancy M. Thompson']",200,"['DC 204', 'DC 204']","Women in Art","",277,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,17
"30",7632,1,68,"['ART']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"31",7633,1,69,"['ART']","",NA,"['Wendell Arneson']",200,"","IS/Adv Oil Painting","",298,"False","False","",1,"O",20041,"","Research",2004,1
"32",7634,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Handbuilt Dishware","",298,"False","False","A",1,"O",20041,"","Research",2004,1
"33",7635,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Adv Ceramics II","",298,"False","False","B",1,"O",20041,"","Research",2004,2
"34",7636,1,69,"['ART']","",NA,"['Margaret Ojala']",200,"","IS/Photo as Theatre","",298,"False","False","C",1,"O",20041,"","Research",2004,1
"35",7637,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Ceramics in Series","",298,"False","False","D",1,"O",20041,"","Research",2004,1
"36",7638,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Fantasy Ceramics","",298,"False","False","E",1,"O",20041,"","Research",2004,1
"37",7639,1,69,"['ART']","",NA,"['Wendell Arneson']",200,"","IS/Adv Oil Painting","",298,"False","False","F",1,"O",20041,"","Research",2004,1
"38",7640,1,69,"['ART']","",NA,"['Wendell Arneson']",200,"","IS/Picasso Use of Wmn","",298,"False","False","G",1,"O",20041,"","Research",2004,1
"39",7641,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Figurative Ceramic","",298,"False","False","H",1,"O",20041,"","Research",2004,1
"40",7642,1,69,"['ART']","",NA,"['Mary Griep']",200,"","IS/Art/Phil Dialogue","",298,"False","False","I",1,"O",20041,"","Research",2004,1
"41",7643,1,70,"['ART']","",NA,"['John Saurer']",300,"['DC 204']","Topics Sem/Studio Art","",340,"False","False","",1,"C",20041,"['MWF 0800-1000']","Topic",2004,20
"42",7644,1,73,"['ART']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"43",7645,1,75,"['ART']","",NA,"['Heather M. Brooks-Shirey']",300,"","IR/Nonviolence","",398,"False","False","",1,"O",20041,"","Research",2004,1
"44",7646,1,75,"['ART']","",NA,"['Karil J. Kucera']",300,"","IR/Bosatsu in Japan","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"45",7647,1,75,"['ART']","",NA,"['Nancy M. Thompson']",300,"","IR/Iranian Women Art","",398,"False","False","B",1,"O",20041,"","Research",2004,1
"46",7648,1,75,"['ART']","",NA,"['Staff']",300,"","IR/","",398,"False","False","C",1,"O",20041,"","Research",2004,0
"47",7649,1,76,"['ASIAN']","",NA,"['Barbara Reed']",100,"['OM 015', 'OM 015']","Family & Self/E Asia","",111,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,21
"48",7650,1,78,"['ASIAN']","",NA,"['Richard Bodman']",100,"['OM 001']","Asian Cultures","",121,"False","False","",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,22
"49",7651,1,83,"['ASIAN']","",NA,"['Pin Pin Wan']",100,"['OM 001', 'OM 001']","Cont China Thru Film","",156,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,31
"50",7652,1,84,"['ASIAN']","",NA,"['Katherine S. Tegtmeyer Pak']",200,"['OM 011', 'OM 011']","Rice & Society/E Asia","",211,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,17
"51",7653,1,94,"['ASIAN']","",NA,"['Pin Pin Wan']",200,"","IS/Film in Chinese","",298,"False","False","",1,"O",20041,"","Research",2004,2
"52",7654,1,94,"['ASIAN']","",NA,"['Phyllis Hyland Larson']",200,"","IS/4th Year Japanese","",298,"False","False","A",1,"O",20041,"","Research",2004,1
"53",7655,1,97,"['ASIAN']","",NA,"['Robert Entenmann']",300,"","IR/Finding Butoh","",398,"False","False","",1,"O",20041,"","Research",2004,1
"54",7656,1,98,"['ASIAN']","",NA,"['Robert Entenmann']",300,"['HH 301', 'HH 301']","Sem: Asia","",399,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Seminar",2004,19
"110",7712,1,176,"['AMCON']","",NA,"['Mary Titus']",100,"['BMC 109']","Freedoms: 1607-1865","",101,"False","False","A",1,"C",20041,"['MWF 1045-1140']","Research",2004,23
"111",7713,1,176,"['AMCON']","",NA,"['L. DeAne Lagerquist']",100,"['BMC 101']","Freedoms: 1607-1865","",101,"False","False","B",1,"C",20041,"['MWF 1045-1140']","Research",2004,23
"112",7714,1,178,"['AMCON']","",NA,"['Matthew Rohn']",200,"['SC 129']","Remaking Am: 1845-1945","",201,"False","False","A",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,14
"113",7715,1,178,"['AMCON']","",NA,"['Judy Kutulas']",200,"['SC 110']","Remaking Am: 1845-1945","",201,"False","False","B",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,11
"157",7759,1,229,"['CLASS']","",NA,"['Steve T. Reece']",200,"['OM 031', 'OM 031']","Greek & Roman Myth-Tr","",241,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,27
"158",7760,1,233,"['CLASS']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"159",7761,1,234,"['CLASS']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"160",7762,1,235,"['CLASS']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"161",7763,1,236,"['CLASS']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"162",7764,1,237,"['CHIN']","",NA,"['Richard Bodman']",100,"['OM 001', 'OM 002']","Beginning Chinese I","",111,"False","False","A",1,"O",20041,"['MWF 0905-1000', 'T 0800-0925']","Research",2004,3
"163",7765,1,237,"['CHIN']","",NA,"['Richard Bodman']",100,"['OM 001', 'OM 001']","Beginning Chinese I","",111,"False","False","B",1,"O",20041,"['MWF 1150-1245PM', 'T 0935-1100']","Research",2004,5
"164",7766,1,237,"['CHIN']","",NA,"['Richard Bodman']",100,"['OM 001', 'OM 001']","Beginning Chinese I","",111,"False","False","C",1,"O",20041,"['MWF 0905-1000', 'T 0935-1100']","Research",2004,6
"165",7767,1,237,"['CHIN']","",NA,"['Richard Bodman']",100,"['OM 001', 'OM 002']","Beginning Chinese I","",111,"False","False","D",1,"O",20041,"['MWF 1150-1245PM', 'T 0800-0925']","Research",2004,6
"166",7768,1,241,"['CHIN']","",NA,"['Pin Pin Wan']",200,"['OM 001', 'OM 011', 'OM 011']","Intermed Chinese I","",231,"False","False","",1,"O",20041,"['MWF 1045-1140', 'T 1005-1100', 'Th 0955-1050']","Research",2004,18
"167",7769,1,245,"['CHIN']","",NA,"['Pin Pin Wan']",200,"['OM 036']","Advanced Chinese I","",251,"False","False","",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,3
"168",7770,1,248,"['CHIN']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"169",7771,1,249,"['CHIN']","",NA,"['Pin Pin Wan']",200,"","IS/Film in Chinese","",298,"False","False","",1,"O",20041,"","Research",2004,1
"170",7772,1,251,"['CHIN']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"171",7773,1,252,"['CHIN']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"172",7774,1,259,"['ECON']","",NA,"['Rebecca Judge']",100,"['HH 317']","Principles of Econ","",121,"False","False","A",1,"C",20041,"['MWF 0800-0855']","Research",2004,31
"173",7775,1,259,"['ECON']","",NA,"['Mark Pernecky']",100,"['HH 413']","Principles of Econ","",121,"False","False","B",1,"O",20041,"['MWF 0905-1000']","Research",2004,22
"174",7776,1,259,"['ECON']","",NA,"['Mark Pernecky']",100,"['HH 413']","Principles of Econ","",121,"False","False","C",1,"O",20041,"['MWF 1045-1140']","Research",2004,26
"175",7777,1,259,"['ECON']","",NA,"['Daniel B. Kramer']",100,"['HH 413']","Principles of Econ","",121,"False","False","D",1,"O",20041,"['MWF 1255-0150PM']","Research",2004,24
"176",7778,1,259,"['ECON']","",NA,"['Daniel B. Kramer']",100,"['HH 413']","Principles of Econ","",121,"False","False","E",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,26
"177",7779,1,259,"['ECON']","",NA,"['David Schodt']",100,"['SC 184', 'SC 184']","Principles of Econ","",121,"False","False","F",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,27
"178",7780,1,264,"['ECON']","",NA,"['Edward David Emery']",200,"['OM 004', 'OM 004']","Economic Methods","",233,"False","False","",1,"O",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,19
"179",7781,1,267,"['ECON']","",NA,"['Daniel B. Kramer']",200,"['HH 317']","Environmental Econ","",242,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,27
"180",7782,1,270,"['ECON']","",NA,"['Edward David Emery']",200,"['OM 004', 'OM 004']","Health Care Econ","",245,"False","False","",1,"O",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,18
"181",7783,1,272,"['ECON']","",NA,"['Steve Soderlind']",200,"['HH 301']","Urban Economics","",249,"False","False","",1,"O",20041,"['MWF 0800-0855']","Research",2004,21
"182",7784,1,274,"['ECON']","",NA,"['Paul Wojick']",200,"['OM 002']","Macroeconomic Theory","",261,"False","False","A",1,"O",20041,"['MWF 0800-0855']","Research",2004,16
"183",7785,1,274,"['ECON']","",NA,"['Paul Wojick']",200,"['OM 002']","Macroeconomic Theory","",261,"False","False","B",1,"C",20041,"['MWF 0905-1000']","Research",2004,24
"184",7786,1,275,"['ECON']","",NA,"['Anthony Becker']",200,"['HH 413', 'HH 413']","Microeconomic Theory","",262,"False","False","A",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,24
"185",7787,1,275,"['ECON']","",NA,"['Anthony Becker']",200,"['HH 413', 'HH 413']","Microeconomic Theory","",262,"False","False","B",1,"O",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,10
"186",7788,1,276,"['ECON']","",NA,"['David Carter']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,1
"187",7789,1,276,"['ECON']","",NA,"['Terry J. Fitzgerald']",200,"","Academic Internship","",294,"True","False","A",1,"O",20041,"","Research",2004,1
"188",7790,1,277,"['ECON']","",NA,"['Edward David Emery']",200,"","IS/Eu Econ Transition","",298,"False","False","",1,"O",20041,"","Research",2004,1
"189",7791,1,277,"['ECON']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"190",7792,1,279,"['ECON']","",NA,"['Paul Wojick']",300,"['OM 001']","Money and Banking","",374,"False","False","",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,29
"191",7793,1,280,"['ECON']","",NA,"['Mark Pernecky']",300,"['HH 514']","Labor Econ/Empl Rel","",376,"False","False","",1,"O",20041,"['MWF 1255-0150PM']","Lab",2004,15
"192",7794,1,282,"['ECON']","",NA,"['Anthony Becker']",300,"['OM 002', 'OM 002']","Intro to Econometrics","",385,"False","False","",1,"O",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,14
"193",7795,1,283,"['ECON']","",NA,"['Richard Goedde']",300,"","Senior Project","",389,"False","False","",1,"O",20041,"","Research",2004,1
"194",7796,1,284,"['ECON']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"195",7797,1,285,"['ECON']","",NA,"['Rebecca Judge']",300,"","IR/Pollution Levy Sys","",398,"False","False","",1,"O",20041,"","Research",2004,1
"196",7798,1,286,"['ECON']","",NA,"['Terry J. Fitzgerald']",300,"['HH 514', 'HH 514']","Seminar","",399,"False","False","",1,"O",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Seminar",2004,12
"211",7813,1,311,"['EDUC']","",NA,"['Robert W. McClure']",200,"['FH 10']","Educ Psychology","",290,"False","False","A",1,"C",20041,"['MWF 1045-1140']","Research",2004,16
"212",7814,1,311,"['EDUC']","",NA,"['Daniel R. Forstner']",200,"['FH 10', 'FH 10']","Educ Psychology","",290,"False","False","B",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,13
"216",7818,1,313,"['EDUC']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"217",7819,1,314,"['EDUC']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"218",7820,1,321,"['EDUC']","",NA,"['Maria L. Kelly']",300,"['FH 10L']","Principles of Educ","",330,"False","False","A",1,"C",20041,"['MWF 1045-1140']","Research",2004,16
"219",7821,1,321,"['EDUC']","",NA,"['Maria L. Kelly']",300,"['FH 10']","Principles of Educ","",330,"False","False","B",1,"C",20041,"['MWF 0905-1000']","Research",2004,17
"220",7822,1,321,"['EDUC']","",NA,"['Elizabeth A. Leer']",300,"['FH 10L', 'FH 10L']","Principles of Educ","",330,"False","False","C",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,10
"228",7830,1,337,"['EDUC']","",NA,"['Ann A. Leming']",300,"['FH 10']","The Exceptional Child","",376,"False","False","A",1,"C",20041,"['Th 1245-0205PM']","Research",2004,1
"229",7831,1,337,"['EDUC']","",NA,"['Ann A. Leming']",300,"['FH 10']","The Exceptional Child","",376,"False","False","B",1,"C",20041,"['Th 0215-0335PM']","Research",2004,1
"234",7836,1,344,"['EDUC']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"235",7837,1,345,"['EDUC']","",NA,"['Martha Wallace']",300,"","IR/Knowing Elem Math","",398,"False","False","",1,"O",20041,"","Research",2004,1
"236",7838,1,345,"['EDUC']","",NA,"['Mark Schelske']",300,"","IR/Adolescents/Art Ed","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"264",7866,1,381,"['ENGL']","",NA,"['Gene Bauer']",100,"['TB 216', 'TB 216']","Intro/Academic Wri","",107,"False","False","",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,6
"265",7867,1,383,"['ENGL']","",NA,"['Jan C. Hill']",100,"['RML 420', 'RML 420']","Skills in Composition","",110,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,12
"266",7868,1,392,"['ENGL']","",NA,"['Colin Wells']",100,"['RML 525']","Literary Studies","",185,"False","False","A",1,"C",20041,"['MWF 0200-0255PM']","Research",2004,25
"267",7869,1,392,"['ENGL']","",NA,"['Carol Holly']",100,"['RML 515', 'RML 515']","Literary Studies","",185,"False","False","B",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,26
"268",7870,1,394,"['ENGL']","",NA,"['Mark Allister']",200,"","Lit Env--Wolf Ridge","",201,"False","False","",1,"C",20041,"","Research",2004,1
"269",7871,1,396,"['ENGL']","",NA,"['Mary Steen']",200,"['RML 525', 'RML 525']","Fiction Down Under","",215,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,30
"270",7872,1,397,"['ENGL']","",NA,"['Karen E. Marsalek', 'Mary E. Trull']",200,"['RML 525']","Lit in Engl to 1650","",221,"False","False","A",1,"C",20041,"['MWF 0905-1000']","Research",2004,36
"271",7873,1,397,"['ENGL']","",NA,"['Karen E. Marsalek', 'Mary E. Trull']",200,"['RML 525', 'RML 520']","Lit in Engl to 1650","",221,"False","False","B",1,"C",20041,"['MW 0905-1000', 'F 0905-1000']","Research",2004,0
"272",7874,1,397,"['ENGL']","",NA,"['Karen E. Marsalek', 'Mary E. Trull']",200,"['RML 525', 'RML 525']","Lit in Engl to 1650","",221,"False","False","C",1,"C",20041,"['MW 0905-1000', 'F 0800-0855']","Research",2004,0
"273",7875,1,397,"['ENGL']","",NA,"['Karen E. Marsalek', 'Mary E. Trull']",200,"['RML 525', 'RML 520']","Lit in Engl to 1650","",221,"False","False","D",1,"C",20041,"['MW 0905-1000', 'F 0800-0855']","Research",2004,0
"274",7876,1,399,"['ENGL']","",NA,"['Jonathan Hill', 'Colin Wells']",200,"['RML 525']","Lit in Engl 1650-1850","",222,"False","False","A",1,"C",20041,"['MWF 1045-1140']","Research",2004,30
"275",7877,1,399,"['ENGL']","",NA,"['Jonathan Hill', 'Colin Wells']",200,"['RML 525', 'BC']","Lit in Engl 1650-1850","",222,"False","False","B",1,"C",20041,"['MW 1045-1140', 'F 1045-1140']","Research",2004,0
"276",7878,1,399,"['ENGL']","",NA,"['Jonathan Hill', 'Colin Wells']",200,"['RML 525', 'RML 420']","Lit in Engl 1650-1850","",222,"False","False","C",1,"C",20041,"['MW 1045-1140', 'F 0905-1000']","Research",2004,0
"277",7879,1,405,"['ENGL']","",NA,"['David Wee']",200,"['RML 525', 'RML 525']","Lit Eras: Victorian","",230,"False","False","",1,"O",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,24
"278",7880,1,406,"['ENGL']","",NA,"['Jan C. Hill']",200,"['RML 515', 'RML 515']","Children's Literature","",233,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,32
"279",7881,1,409,"['ENGL']","",NA,"['Richard Buckstead']",200,"['RML 515']","Amer Lit 1915-1945","",240,"False","False","",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,34
"280",7882,1,418,"['ENGL']","",NA,"['Eliot K. Wilson']",200,"['RML 525', 'RML 525']","Creat Wrtg: Fict/Poet","",257,"False","False","",1,"C",20041,"['T 0800-0925', 'Th 0800-0930']","Research",2004,28
"281",7883,1,424,"['ENGL']","",NA,"['Mary E. Trull']",200,"['RML 515']","Literature & Film","",275,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,30
"282",7884,1,426,"['ENGL']","",NA,"['Karen E. Marsalek']",200,"['RML 525']","Shakespeare & Contemp","",280,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,27
"283",7885,1,429,"['ENGL']","",NA,"['Jon Eric Nelson']",200,"['RML 525']","Studies in Prose","",283,"False","False","",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,31
"284",7886,1,431,"['ENGL']","",NA,"['Karen Cherewatuk']",200,"['RML 525', 'RML 525']","Women & Literature","",286,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,28
"285",7887,1,432,"['ENGL']","",NA,"['Richard Buckstead']",200,"['RML 515']","Faulkner & Melville","",290,"False","False","",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,16
"286",7888,1,433,"['ENGL']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"287",7889,1,434,"['ENGL']","",NA,"['David Wee']",200,"","IS/Our Age of Austen","",298,"False","False","",1,"O",20041,"","Research",2004,1
"288",7890,1,434,"['ENGL']","",NA,"['Gene Bauer']",200,"","IS/News Paper Writing","",298,"False","False","A",1,"O",20041,"","Research",2004,1
"289",7891,1,434,"['ENGL']","",NA,"['Carol Holly']",200,"","IS/Cmg of Age in Usa","",298,"False","False","B",1,"O",20041,"","Research",2004,0
"290",7892,1,434,"['ENGL']","",NA,"['Carol Holly']",200,"","IS/Coming of Age","",298,"False","False","C",1,"O",20041,"","Research",2004,1
"291",7893,1,437,"['ENGL']","",NA,"['Joan Hepburn']",300,"['RML 520', 'RML 520']","Top: Multi-Cult Lit","",345,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Topic",2004,13
"292",7894,1,440,"['ENGL']","",NA,"['Eliot K. Wilson']",300,"['RML 515', 'RML 515']","Advanced Poetry Wrtg","",371,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,17
"293",7895,1,443,"['ENGL']","",NA,"['Jon Eric Nelson']",300,"['RML 520', 'RML 520']","Screenwriting","",374,"False","False","",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,16
"294",7896,1,449,"['ENGL']","",NA,"['Jan C. Hill']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,1
"295",7897,1,451,"['ENGL']","",NA,"['Mary E. Trull']",300,"","IR/Discover the Self","",398,"False","False","",1,"O",20041,"","Research",2004,5
"296",7898,1,451,"['ENGL']","",NA,"['David Wee']",300,"","IR/Our Age of Austen","",398,"False","False","A",1,"O",20041,"","Research",2004,6
"297",7899,1,451,"['ENGL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","B",1,"O",20041,"","Research",2004,0
"298",7900,1,451,"['ENGL']","",NA,"['Mark Allister']",300,"","IR/Virginia Woolf","",398,"False","False","C",1,"O",20041,"","Research",2004,1
"299",7901,1,451,"['ENGL']","",NA,"['Karen Cherewatuk']",300,"","IR/Mdvl Views Nature","",398,"False","False","D",1,"O",20041,"","Research",2004,1
