"","clbid","credits","crsid","departments","gereqs","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"448",8050,1,686,"['IS']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"449",8051,1,687,"['IS']","",NA,"['David Booth']",200,"","IS/Bi-Cultural Study","",298,"False","False","",1,"O",20041,"","Research",2004,1
"451",8053,1,689,"['IS']","",NA,"['William Sonnega']",300,"","Senior Project I","",391,"True","False","A",1,"O",20041,"","Research",2004,1
"452",8054,1,689,"['IS']","",NA,"['David Van Wylen']",300,"","Senior Project I","",391,"True","False","B",1,"O",20041,"","Research",2004,1
"453",8055,1,689,"['IS']","",NA,"['James McKeel']",300,"","Senior Project I","",391,"True","False","C",1,"O",20041,"","Research",2004,1
"454",8056,1,689,"['IS']","",NA,"['David Schodt']",300,"","Senior Project I","",391,"True","False","D",1,"O",20041,"","Research",2004,1
"455",8057,1,689,"['IS']","",NA,"['Marc Robinson']",300,"","Senior Project I","",391,"True","False","E",1,"O",20041,"","Research",2004,1
"456",8058,1,689,"['IS']","",NA,"['Gary Wicks']",300,"","Senior Project I","",391,"True","False","F",1,"O",20041,"","Research",2004,1
"457",8059,1,689,"['IS']","",NA,"['Sheryl D. Breen']",300,"","Senior Project I","",391,"True","False","G",1,"O",20041,"","Research",2004,1
"458",8060,1,689,"['IS']","",NA,"['Karen Wilson']",300,"","Senior Project I","",391,"True","False","H",1,"O",20041,"","Research",2004,1
"459",8061,1,691,"['IS']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"460",8062,1,692,"['IS']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"461",8063,1,692,"['IS']","",NA,"['Staff']",300,"","IR/","",398,"False","False","A",1,"O",20041,"","Research",2004,0
"463",8066,1,707,"['ID']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"464",8067,1,708,"['ID']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"465",8068,1,709,"['ID']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"466",8069,1,710,"['ID']","",NA,"['Jeanine Grenberg']",300,"","IR/Kant-Crit P Reason","",398,"False","False","",1,"O",20041,"","Research",2004,1
"467",8070,1,710,"['ID']","",NA,"['Dana Gross']",300,"","IR/Esl Classroom","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"468",8071,1,711,"['LATIN']","",NA,"['Steve T. Reece']",100,"['OM 031']","Beginning Latin I","",111,"False","False","A",1,"C",20041,"['MWF 0800-0855']","Research",2004,25
"469",8072,1,711,"['LATIN']","",NA,"['Christopher M. Brunelle']",100,"['OM 031']","Beginning Latin I","",111,"False","False","B",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,28
"470",8073,1,713,"['LATIN']","",NA,"['Anne Groton']",200,"['OM 031']","Intermediate Latin","",231,"False","False","A",1,"O",20041,"['MWF 0905-1000']","Research",2004,23
"471",8074,1,713,"['LATIN']","",NA,"['Anne Groton']",200,"['OM 031']","Intermediate Latin","",231,"False","False","B",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,20
"472",8075,1,716,"['LATIN']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"473",8076,1,717,"['LATIN']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"474",8077,1,721,"['LATIN']","",NA,"['James May']",300,"['OM 004', 'OM 004']","Lucretius/Lat Poetry","",373,"False","False","",1,"O",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,13
"475",8078,1,725,"['LATIN']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"476",8079,1,726,"['LATIN']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"515",8118,1,768,"['MGMT']","",NA,"['Mary Ann Emery']",200,"['HH 301']","Principles of Acct","",225,"False","False","A",1,"C",20041,"['MWF 1045-1140']","Research",2004,28
"516",8119,1,768,"['MGMT']","",NA,"['Mary Ann Emery']",200,"['HH 301']","Principles of Acct","",225,"False","False","B",1,"C",20041,"['MWF 0905-1000']","Research",2004,33
"517",8120,1,769,"['MGMT']","",NA,"['Kathy C. Thomforde']",200,"['HH 301', 'HH 301']","Arts Management","",229,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,22
"518",8121,1,774,"['MGMT']","",NA,"['Richard Goedde']",200,"['HH 413']","Managerial/Cost Acct","",237,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,25
"519",8122,1,777,"['MGMT']","",NA,"['Sian E. Muir']",200,"['HH 403']","Marketing","",250,"False","False","",1,"C",20041,"['Th 0700-1000PM']","Research",2004,20
"520",8123,1,778,"['MGMT']","",NA,"['Siriwan Chutikamoltham']",200,"['HH 403', 'HH 403']","Management","",251,"False","False","A",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,24
"521",8124,1,778,"['MGMT']","",NA,"['Siriwan Chutikamoltham']",200,"['HH 403', 'HH 403']","Management","",251,"False","False","B",1,"O",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,13
"522",8125,1,782,"['MGMT']","",NA,"['Mary Ann Emery']",200,"['OM 035', 'OM 035']","Intermed Acct Theory","",259,"False","False","",1,"O",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,14
"523",8126,1,783,"['MGMT']","",NA,"['Siriwan Chutikamoltham']",200,"['HH 302', 'HH 302']","Corporate Finance","",281,"False","False","",1,"O",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,21
"524",8127,1,784,"['MGMT']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"525",8128,1,784,"['MGMT']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","A",1,"O",20041,"","Research",2004,0
"526",8129,1,784,"['MGMT']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","B",1,"O",20041,"","Research",2004,0
"527",8130,1,785,"['MGMT']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"528",8131,1,785,"['MGMT']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"529",8132,1,788,"['MGMT']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"530",8133,1,789,"['MGMT']","",NA,"['Siriwan Chutikamoltham']",300,"","IR/Real Estate Econ","",398,"False","False","",1,"O",20041,"","Research",2004,1
"531",8134,1,789,"['MGMT']","",NA,"['Mary Ann Emery']",300,"","IR/Intermed Acct II","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"532",8135,1,789,"['MGMT']","",NA,"['Richard Goedde']",300,"","IR/Investments","",398,"False","False","B",1,"O",20041,"","Research",2004,1
"533",8136,1,789,"['MGMT']","",NA,"['Richard Goedde']",300,"","IR/Investment System","",398,"False","False","C",1,"O",20041,"","Research",2004,1
"534",8137,1,792,"['MEDIA']","",NA,"['William Sonnega']",100,"['TB 216', 'TB 216']","Mass Media","",160,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,28
"535",8138,1,795,"['MEDIA']","",NA,"['William Sonnega']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,2
"536",8139,1,795,"['MEDIA']","",NA,"['Terry J. Fitzgerald']",200,"","Academic Internship","",294,"True","False","A",1,"O",20041,"","Research",2004,0
"537",8140,1,796,"['MEDIA']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"538",8141,1,798,"['MEDIA']","",NA,"['Judy Kutulas']",300,"","IR/Women in the Media","",398,"False","False","",1,"O",20041,"","Research",2004,1
"564",8167,1,822,"['MUSIC']","",NA,"['Mary Childs']",200,"['CHM 232']","Composition I","",223,"False","False","",1,"O",20041,"['MWF 1150-1245PM']","Research",2004,10
"565",8168,1,829,"['MUSIC']","",NA,"['David Hagedorn']",200,"['CHM 233']","World Music","",237,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,60
"566",8169,1,831,"['MUSIC']","",NA,"['Gerald Hoekstra']",200,"['CHM 239']","Hist & Lit Music I","",241,"False","False","A",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,35
"567",8170,1,831,"['MUSIC']","",NA,"['Gerald Hoekstra']",200,"['CHM 239']","Hist & Lit Music I","",241,"False","False","B",1,"C",20041,"['MWF 0200-0255PM']","Research",2004,33
"573",8176,1,846,"['MUSIC']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"574",8177,1,847,"['MUSIC']","",NA,"['Justin W. Merritt']",200,"","IS/Composition Study","",298,"False","False","",1,"O",20041,"","Research",2004,1
"575",8178,1,847,"['MUSIC']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"578",8181,1,851,"['MUSIC']","",NA,"['Timothy Mahr']",300,"['CHM 232']","Composition II","",324,"False","False","",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,5
"579",8182,1,852,"['MUSIC']","",NA,"['Timothy Mahr']",300,"['CHM 232']","Composition III","",325,"False","False","",1,"C",20041,"['MWF 0200-0255PM']","Research",2004,3
"580",8183,1,856,"['MUSIC']","",NA,"['Alice Hanson']",300,"['CHM 239']","Music of 20th Century","",344,"False","False","",1,"C",20041,"['MWF 0905-1000']","Research",2004,32
"581",8184,1,857,"['MUSIC']","",NA,"['Alice Hanson']",300,"['CHM 233']","Top: St in Class Music","",345,"False","False","",1,"O",20041,"['MWF 0200-0255PM']","Topic",2004,11
"587",8190,1,865,"['MUSIC']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"588",8191,1,866,"['MUSIC']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"589",8192,1,866,"['MUSIC']","",NA,"['Staff']",300,"","IR/","",398,"False","False","A",1,"O",20041,"","Research",2004,0
"590",8193,1,921,"['NORW']","",NA,"['Nancy Aarsvold']",100,"['OM 015']","Beginning Norwegian I","",111,"False","False","A",1,"C",20041,"['MWF 0905-1000']","Research",2004,23
"591",8194,1,921,"['NORW']","",NA,"[""Margaret H. O'Leary""]",100,"['OM 015']","Beginning Norwegian I","",111,"False","False","B",1,"O",20041,"['MWF 1045-1140']","Research",2004,24
"592",8195,1,921,"['NORW']","",NA,"[""Margaret H. O'Leary""]",100,"['OM 015']","Beginning Norwegian I","",111,"False","False","C",1,"O",20041,"['MWF 1150-1245PM']","Research",2004,22
"593",8196,1,921,"['NORW']","",NA,"['Nancy Aarsvold']",100,"['OM 015']","Beginning Norwegian I","",111,"False","False","D",1,"O",20041,"['MWF 1255-0150PM']","Research",2004,19
"594",8197,1,926,"['NORW']","",NA,"['Anne G. Sabo']",200,"['OM 011']","Intermed Norwegian I","",231,"False","False","A",1,"O",20041,"['MWF 0905-1000']","Research",2004,12
"595",8198,1,926,"['NORW']","",NA,"['Nancy Aarsvold']",200,"['OM 011']","Intermed Norwegian I","",231,"False","False","B",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,23
"596",8199,1,926,"['NORW']","",NA,"[""Margaret H. O'Leary""]",200,"['OM 015']","Intermed Norwegian I","",231,"False","False","C",1,"C",20041,"['MWF 0200-0255PM']","Research",2004,23
"597",8200,1,928,"['NORW']","",NA,"['Anne G. Sabo']",200,"['OM 015', 'OM 015']","Nordic Literature-Tr","",233,"False","False","",1,"O",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,9
"598",8201,1,930,"['NORW']","",NA,"['Solveig Zempel']",200,"['OM 015', 'OM 015']","Advanced Conv & Comp","",253,"False","False","",1,"O",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,7
"599",8202,1,931,"['NORW']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"600",8203,1,932,"['NORW']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"601",8204,1,932,"['NORW']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"602",8205,1,933,"['NORW']","",NA,"['Anne G. Sabo']",300,"['OM 011']","Norsk Lit Til 1890","",371,"False","False","",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,4
"603",8206,1,936,"['NORW']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"604",8207,1,937,"['NORW']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"605",8208,1,937,"['NORW']","",NA,"['Staff']",300,"","IR/","",398,"False","False","A",1,"O",20041,"","Research",2004,0
"606",8209,1,937,"['NORW']","",NA,"['Staff']",300,"","IR/","",398,"False","False","B",1,"O",20041,"","Research",2004,0
"607",8210,1,939,"['NURS']","",NA,"['Robert Hauck']",100,"['SAC 112', 'SAC 112']","Nutrition & Wellness","",110,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,35
"608",8211,1,942,"['NURS']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"609",8212,1,943,"['NURS']","",NA,"['Judith Sateren']",200,"","IS/Depression Aging","",298,"False","False","",1,"O",20041,"","Research",2004,1
"610",8213,1,943,"['NURS']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"611",8214,1,943,"['NURS']","",NA,"['Staff']",200,"","IS/","",298,"False","False","B",1,"O",20041,"","Research",2004,0
"613",8216,1,949,"['NURS']","",NA,"['Carol H. Austin', 'Diana Neal']",300,"['HH 215', 'HH 215']","Application/Nurs Conc","",320,"False","False","",1,"C",20041,"['MWF 1045-1140', 'TTh 0730-0100PM']","Research",2004,20
"615",8218,1,961,"['NURS']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"616",8219,1,963,"['NURS']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"617",8220,1,964,"['PHIL']","",NA,"['Jennifer C. Manion']",100,"['HH 515']","Making of Modern Mind","",118,"False","False","A",1,"C",20041,"['MWF 1045-1140']","Research",2004,22
"618",8221,1,964,"['PHIL']","",NA,"['Jennifer C. Manion']",100,"['HH 515']","Making of Modern Mind","",118,"False","False","B",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,21
"619",8222,1,965,"['PHIL']","",NA,"['Jeanine Grenberg']",100,"['HH 515', 'HH 515']","Moral Psychology","",119,"False","False","A",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,27
"620",8223,1,965,"['PHIL']","",NA,"['Jeanine Grenberg']",100,"['HH 516']","Moral Psychology","",119,"False","False","B",1,"C",20041,"['MWF 0800-0855']","Research",2004,23
"621",8224,1,969,"['PHIL']","",NA,"['Anthony J. Rudd']",200,"['HH 516', 'HH 516']","Kierkegaard","",233,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,22
"622",8225,1,970,"['PHIL']","",NA,"['Vicki L. Harper']",200,"['OM 030']","Ancient & Medieval","",235,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,27
"623",8226,1,973,"['PHIL']","",NA,"['Elizabeth C. Galbraith']",200,"['SH 02', 'SH 02']","Phil Theology","",241,"False","False","A",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,22
"624",8227,1,973,"['PHIL']","",NA,"['Elizabeth C. Galbraith']",200,"['SH 02', 'SH 02']","Phil Theology","",241,"False","False","B",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,24
"625",8228,1,977,"['PHIL']","",NA,"['Karen Gervais']",200,"['HH 413', 'HH 413']","Biomedical Ethics","",250,"False","False","",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,24
"626",8229,1,979,"['PHIL']","",NA,"['Vicki L. Harper']",200,"['OM 030', 'OM 030']","Ethics/The Good Life","",252,"False","False","A",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,22
"627",8230,1,979,"['PHIL']","",NA,"['Vicki L. Harper']",200,"['HH 301']","Ethics/The Good Life","",252,"False","False","B",1,"C",20041,"['MWF 0200-0255PM']","Research",2004,27
"628",8231,1,982,"['PHIL']","",NA,"['Paola L. Kindred']",200,"['HH 516']","Environmental Ethics","",257,"False","False","A",1,"O",20041,"['MWF 1045-1140']","Research",2004,22
"629",8232,1,982,"['PHIL']","",NA,"['Paola L. Kindred']",200,"['HH 516']","Environmental Ethics","",257,"False","False","B",1,"O",20041,"['MWF 1150-1245PM']","Research",2004,24
"630",8233,1,985,"['PHIL']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"631",8234,1,986,"['PHIL']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"632",8235,1,986,"['PHIL']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"633",8236,1,987,"['PHIL']","",NA,"['Anthony J. Rudd']",300,"['HH 516', 'HH 516']","Studies: Epistemology","",371,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,12
"634",8237,1,990,"['PHIL']","",NA,"['Jeanine Grenberg']",300,"['HH 516', 'HH 516']","St: 17th Cent Freedom","",374,"False","False","",1,"O",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,7
"635",8238,1,992,"['PHIL']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"636",8239,1,993,"['PHIL']","",NA,"['Charles Taliaferro']",300,"","IR/Christian Progress","",398,"False","False","",1,"O",20041,"","Research",2004,1
"637",8240,1,993,"['PHIL']","",NA,"['Vicki L. Harper']",300,"","IR/Christian Phil","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"638",8241,1,993,"['PHIL']","",NA,"['Vicki L. Harper']",300,"","IR/Aristotle","",398,"False","False","B",1,"O",20041,"","Research",2004,1
"639",8242,1,993,"['PHIL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","C",1,"O",20041,"","Research",2004,0
"640",8243,1,993,"['PHIL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","D",1,"O",20041,"","Research",2004,0
"641",8244,1,993,"['PHIL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","E",1,"O",20041,"","Research",2004,0
"642",8245,1,993,"['PHIL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","F",1,"O",20041,"","Research",2004,0
"643",8246,1,993,"['PHIL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","G",1,"O",20041,"","Research",2004,0
"644",8247,1,993,"['PHIL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","H",1,"O",20041,"","Research",2004,0
"645",8248,1,993,"['PHIL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","I",1,"O",20041,"","Research",2004,0
"682",8285,1,1057,"['PETH']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"683",8286,1,1058,"['PETH']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"685",8288,1,1062,"['PETH']","",NA,"['William Sean Goldsworthy']",300,"['SAC 103', 'SAC 103']","Biomechanics","",374,"False","False","",1,"O",20041,"['MWF 1045-1140', 'Th 0800-1050']","Research",2004,13
"686",8289,1,1066,"['PETH']","",NA,"['Cynthia Book']",300,"['SAC 103']","Exercise Sci Seminar","",390,"False","False","",1,"O",20041,"['MWF 0905-1000']","Research",2004,11
"687",8290,1,1067,"['PETH']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"688",8291,1,1068,"['PETH']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"715",8318,1,1103,"['PSCI']","",NA,"['Donald I. Ostrom']",100,"['HH 403']","American Politics","",111,"False","False","A",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,39
"716",8319,1,1103,"['PSCI']","",NA,"['Donald I. Ostrom']",100,"['HH 403']","American Politics","",111,"False","False","B",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,31
"717",8320,1,1105,"['PSCI']","",NA,"['William A. Gorton']",100,"['DC 305', 'DC 305']","Intro: Pol Theory","",113,"False","False","A",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,35
"718",8321,1,1105,"['PSCI']","",NA,"['William A. Gorton']",100,"['SC 130', 'SC 130']","Intro: Pol Theory","",113,"False","False","B",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,34
"719",8322,1,1110,"['PSCI']","",NA,"['Stephen B. Dyson']",100,"['HH 501']","Intl Relations","",121,"False","False","A",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,35
"720",8323,1,1110,"['PSCI']","",NA,"['Stephen B. Dyson']",100,"['HH 317']","Intl Relations","",121,"False","False","B",1,"O",20041,"['MWF 1255-0150PM']","Research",2004,32
"721",8324,1,1113,"['PSCI']","",NA,"['Sheryl D. Breen']",200,"['BMC 101']","Analyzing Politics","",220,"False","False","A",1,"C",20041,"['MWF 0800-0855']","Research",2004,22
"722",8325,1,1113,"['PSCI']","",NA,"['Sheryl D. Breen']",200,"['BMC 101']","Analyzing Politics","",220,"False","False","B",1,"C",20041,"['MWF 0905-1000']","Research",2004,19
"723",8326,1,1119,"['PSCI']","",NA,"['D Christopher Brooks']",200,"['SH 02']","Distributive Justice","",249,"False","False","A",1,"C",20041,"['MWF 0800-0855']","Research",2004,23
"724",8327,1,1119,"['PSCI']","",NA,"['D Christopher Brooks']",200,"['SH 02']","Distributive Justice","",249,"False","False","B",1,"C",20041,"['MWF 0905-1000']","Research",2004,25
"725",8328,1,1122,"['PSCI']","",NA,"['Kristina Thalhammer']",200,"['OM 035', 'OM 035']","Politics & Developmnt","",252,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,22
"726",8329,1,1125,"['PSCI']","",NA,"['Donald I. Ostrom']",200,"['HH 302']","Parties & Elections","",255,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,22
"727",8330,1,1127,"['PSCI']","",NA,"['Kristina Thalhammer']",200,"['HH 413', 'HH 413']","Us/Latin Am Relations","",257,"False","False","",1,"O",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,22
"728",8331,1,1134,"['PSCI']","",NA,"['William A. Gorton']",200,"['SC 130', 'SC 130']","Am Constitutional Law","",272,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,27
"729",8332,1,1139,"['PSCI']","",NA,"['Sheryl D. Breen']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,1
"730",8333,1,1139,"['PSCI']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","A",1,"O",20041,"","Research",2004,0
"731",8334,1,1141,"['PSCI']","",NA,"['Katherine S. Tegtmeyer Pak']",200,"","IS/Pol of Devl & Cult","",298,"False","False","",1,"O",20041,"","Research",2004,1
"732",8335,1,1141,"['PSCI']","",NA,"['Sheryl D. Breen']",200,"","IS/Media and Politics","",298,"False","False","A",1,"O",20041,"","Research",2004,2
"733",8336,1,1141,"['PSCI']","",NA,"['D Christopher Brooks']",200,"","IS/Nation Vs State","",298,"False","False","B",1,"O",20041,"","Research",2004,1
"734",8337,1,1148,"['PSCI']","",NA,"['D Christopher Brooks']",300,"['HH 516']","Studies Pol Thought","",384,"False","False","",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,13
